445,0.000251
449,0.00037
471,0.000357
414,0.000339
427,0.000338
446,0.000558
396,0.00034
434,0.000339
507,0.000421
437,0.000337
465,0.000689
493,0.000438
447,0.000226
482,0.000171
458,0.000135
486,0.000135
438,0.000148
423,0.000136
498,0.000136
465,0.000136
447,0.000136
479,0.000135
498,0.000135
476,0.000239
475,0.000144
493,0.000222
455,0.000222
504,0.000171
441,0.000135
418,0.000136
473,0.000135
423,0.000136
477,0.000135
454,0.000135
505,0.000135
445,0.000136
447,0.000135
456,0.000162
437,0.000136
496,0.000135
445,0.000137
465,0.000135
473,0.000136
447,0.000179
479,0.000135
444,0.000135
424,0.000147
457,0.000135
512,0.000135
504,0.000136
479,0.000136
410,0.000234
450,0.000134
464,0.000135
448,0.000135
457,0.000135
451,0.000136
440,0.000135
482,0.000135
409,0.000137
448,0.000252
449,0.000211
465,0.000158
505,0.000136
438,0.000185
472,0.000146
455,0.000249
463,0.000138
448,0.000249
417,0.000238
431,0.000209
459,0.000267
440,0.000135
484,0.000136
503,0.00024
462,0.000149
470,0.000145
425,0.000137
487,0.000136
431,0.000135
463,0.000136
447,0.000135
479,0.000136
453,0.000135
455,0.000135
448,0.000135
476,0.000136
494,0.000209
426,0.000136
409,0.000135
453,0.000136
433,0.000135
438,0.000136
455,0.000135
487,0.000137
449,0.000136
444,0.000135
458,0.000135
452,0.000136
458,0.000135
