332,0.000015
303,0.000014
321,0.000021
337,0.000032
316,0.000055
319,0.000075
341,0.000055
344,0.000032
332,0.000045
331,0.000021
331,0.000076
311,0.000044
319,0.000042
336,0.000032
338,0.000047
334,0.000051
331,0.000048
321,0.000032
370,0.000035
325,0.000031
334,0.000050
333,0.000085
328,0.000050
350,0.000091
346,0.000073
338,0.000047
335,0.000027
327,0.000018
314,0.000055
351,0.000020
345,0.000019
334,0.000019
330,0.000047
351,0.000021
333,0.000017
341,0.000050
327,0.000050
344,0.000015
324,0.000050
312,0.000031
334,0.000048
339,0.000032
338,0.000051
323,0.000031
327,0.000050
312,0.000038
316,0.000015
318,0.000017
342,0.000021
355,0.000016
292,0.000019
314,0.000043
334,0.000020
315,0.000016
345,0.000059
328,0.000067
334,0.000033
321,0.000043
339,0.000040
338,0.000025
344,0.000039
347,0.000033
327,0.000046
336,0.000049
307,0.000072
347,0.000031
306,0.000033
339,0.000021
312,0.000020
320,0.000010
332,0.000007
342,0.000025
350,0.000015
335,0.000017
348,0.000015
327,0.000048
345,0.000040
312,0.000036
320,0.000045
339,0.000042
336,0.000046
334,0.000018
350,0.000016
303,0.000049
333,0.000035
350,0.000048
314,0.000033
316,0.000038
323,0.000046
333,0.000036
321,0.000063
323,0.000033
345,0.000096
340,0.000041
319,0.000033
351,0.000037
321,0.000045
340,0.000041
320,0.000037
317,0.000050
