447,0.000218
425,0.000223
459,0.000222
407,0.000242
432,0.000239
446,0.000223
394,0.000329
432,0.000227
493,0.000222
440,0.000224
457,0.000244
492,0.000222
440,0.000222
474,0.000223
449,0.000223
484,0.000224
451,0.000231
426,0.000223
496,0.000228
453,0.000227
448,0.000224
478,0.000221
497,0.000222
477,0.000288
483,0.000237
492,0.000222
446,0.000222
497,0.000221
441,0.000378
422,0.000371
483,0.000223
426,0.000223
477,0.000223
448,0.000224
493,0.000223
447,0.000222
443,0.000223
450,0.000224
438,0.000222
496,0.000222
439,0.000223
470,0.000222
485,0.000226
448,0.000223
486,0.000222
445,0.000223
420,0.000237
451,0.000222
491,0.000318
481,0.000398
470,0.000272
417,0.000223
479,0.000403
449,0.000415
455,0.000247
459,0.000336
450,0.000223
436,0.000223
475,0.000223
409,0.00031
435,0.000223
438,0.000223
461,0.000226
507,0.000382
436,0.000305
455,0.00041
456,0.000264
443,0.000225
431,0.000224
415,0.000222
440,0.000223
459,0.000223
434,0.000225
483,0.000246
505,0.000225
473,0.000223
473,0.000222
434,0.000221
484,0.000225
458,0.000222
463,0.000225
456,0.000222
486,0.000223
447,0.000222
448,0.000224
448,0.000291
480,0.000392
493,0.000288
418,0.000225
404,0.000222
459,0.000223
451,0.000223
438,0.000223
448,0.000222
488,0.000223
439,0.000222
442,0.000222
465,0.000394
451,0.000269
466,0.000224
